KEY_CODE,HTKSYORI,HTKSAKI,GASSAN,T001102001,T001102002,T001102003,T001102004,T001102005,T001102006,T001102007,T001102008,T001102009,T001102010,T001102011,T001102012,T001102013,T001102014,T001102015,T001102016,T001102017,T001102018,T001102019,T001102020,T001102021,T001102022,T001102023,T001102024,T001102025,T001102026,T001102027,T001102028,T001102029,T001102030,T001102031,T001102032,T001102033,T001102034,T001102035,T001102036,T001102037,T001102038,T001102039,T001102040,T001102041,T001102042,T001102043,T001102044,T001102045,T001102046,T001102047,T001102048,T001102049,T001102050
,,,,Å@êlå˚ÅiëçêîÅj,Å@êlå˚ÅiëçêîÅjÅ@íj,Å@êlå˚ÅiëçêîÅjÅ@èó,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@ëçêî,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@íj,Å@ÇOÅ`ÇPÇSçŒêlå˚Å@èó,Å@ÇPÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇTçŒà»è„êlå˚Å@íj,Å@ÇPÇTçŒà»è„êlå˚Å@èó,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@ëçêî,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@íj,Å@ÇPÇTÅ`ÇUÇSçŒêlå˚Å@èó,Å@ÇPÇWçŒà»è„êlå˚Å@ëçêî,Å@ÇPÇWçŒà»è„êlå˚Å@íj,Å@ÇPÇWçŒà»è„êlå˚Å@èó,Å@ÇQÇOçŒà»è„êlå˚Å@ëçêî,Å@ÇQÇOçŒà»è„êlå˚Å@íj,Å@ÇQÇOçŒà»è„êlå˚Å@èó,Å@ÇUÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇUÇTçŒà»è„êlå˚Å@íj,Å@ÇUÇTçŒà»è„êlå˚Å@èó,Å@ÇVÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇVÇTçŒà»è„êlå˚Å@íj,Å@ÇVÇTçŒà»è„êlå˚Å@èó,Å@ÇWÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇWÇTçŒà»è„êlå˚Å@íj,Å@ÇWÇTçŒà»è„êlå˚Å@èó,Å@ÇXÇTçŒà»è„êlå˚Å@ëçêî,Å@ÇXÇTçŒà»è„êlå˚Å@íj,Å@ÇXÇTçŒà»è„êlå˚Å@èó,Å@äOçëêlêlå˚Å@ëçêî,Å@äOçëêlêlå˚Å@íj,Å@äOçëêlêlå˚Å@èó,Å@ê¢ë—ëçêî,Å@àÍî ê¢ë—êî,Å@ÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇQêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇRêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇSêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇTêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇVêlà»è„ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@êeë∞ÇÃÇ›ÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞ê¢ë—êîÅ@àÍî ê¢ë—êî,Å@äjâ∆ë∞à»äOÇÃê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUçŒñ¢ñûê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ÇUÇTçŒà»è„ê¢ë—àıÇÃÇ¢ÇÈê¢ë—êîÅ@àÍî ê¢ë—êî,Å@ê¢ë—éÂÇÃîNóÓÇ™ÇQÇOÅ`ÇQÇXçŒÇÃÇPêlê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓíPêgê¢ë—êîÅ@àÍî ê¢ë—êî,Å@çÇóÓïvïwê¢ë—êîÅ@àÍî ê¢ë—êî
5338349823,0,,,20,20,0,0,0,0,12,12,0,12,12,0,12,12,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20,0,0,0,0,0,0,0,0,0,0,0,8,0,0
5338349824,1,,5338349842,84,49,35,2,1,1,80,45,35,57,33,24,78,44,34,74,41,33,23,12,11,19,9,10,14,5,9,4,2,2,2,1,1,50,49,37,6,7,1,0,0,0,14,14,0,2,5,14,2,2
5338349831,2,5338349811,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338349842,2,5338349824,,6,2,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338349911,0,,,96,47,49,7,4,3,88,42,46,51,24,27,85,40,45,84,39,45,37,18,19,17,7,10,9,5,4,0,0,0,1,0,1,36,36,6,13,7,8,1,1,0,30,23,7,1,22,0,4,5
5338349912,0,,,259,122,137,48,27,21,203,91,112,150,73,77,191,86,105,184,84,100,53,18,35,29,11,18,6,3,3,0,0,0,1,1,0,98,98,20,32,17,21,8,0,0,74,69,5,9,38,3,10,15
5338349913,0,,,55,26,29,5,0,5,49,25,24,27,14,13,47,23,24,47,23,24,22,11,11,10,4,6,3,2,1,0,0,0,0,0,0,22,22,3,11,2,6,0,0,0,19,19,0,1,14,0,1,7
5338349914,1,,5338349931;5338349932,102,52,50,13,4,9,87,48,39,65,35,30,84,45,39,82,44,38,22,13,9,7,3,4,3,1,2,0,0,0,1,0,1,50,50,34,9,7,6,0,0,2,24,21,3,5,15,8,3,2
5338349921,0,,,258,123,135,53,25,28,204,97,107,177,88,89,193,93,100,188,88,100,27,9,18,13,4,9,3,0,3,0,0,0,0,0,0,96,96,18,32,20,15,10,1,0,75,71,4,17,20,11,1,6
5338349922,0,,,179,82,97,19,9,10,147,68,79,101,46,55,145,67,78,140,64,76,46,22,24,19,7,12,3,1,2,0,0,0,7,2,5,88,88,44,19,10,11,1,3,0,42,35,7,9,33,9,8,10
5338349923,0,,,66,33,33,11,7,4,55,26,29,34,17,17,54,26,28,53,26,27,21,9,12,11,4,7,5,1,4,1,0,1,0,0,0,25,25,7,6,5,4,2,1,0,18,13,5,1,15,0,6,2
5338349924,0,,,89,50,39,7,4,3,77,43,34,45,28,17,77,43,34,77,43,34,32,15,17,20,9,11,6,1,5,0,0,0,6,3,3,47,47,22,14,7,3,0,1,0,24,22,2,2,21,6,4,11
5338349931,2,5338349914,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338349932,2,5338349914,,7,5,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338350024,2,5338350042,,7,5,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338350032,0,,,22,13,9,2,1,1,20,12,8,13,9,4,20,12,8,20,12,8,7,3,4,3,1,2,2,1,1,1,1,0,0,0,0,9,9,2,4,1,1,1,0,0,6,5,1,1,4,0,0,2
5338350034,0,,,22,12,10,0,0,0,20,11,9,14,8,6,20,11,9,20,11,9,6,3,3,1,1,0,1,1,0,0,0,0,0,0,0,12,12,3,8,1,0,0,0,0,8,8,0,0,4,0,1,2
5338350041,2,5338350042,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338350042,1,,5338350024;5338350041;5338350044,54,29,25,0,0,0,70,39,31,38,25,13,66,37,29,63,36,27,32,14,18,22,10,12,5,1,4,0,0,0,0,0,0,22,22,5,15,4,3,1,1,0,24,21,3,0,20,0,2,7
5338350043,0,,,22,10,12,3,2,1,19,8,11,14,6,8,18,8,10,18,8,10,5,2,3,1,0,1,1,0,1,0,0,0,0,0,0,9,9,2,4,0,3,0,0,0,7,6,1,1,3,0,1,1
5338350044,2,5338350042,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338350111,0,,,19,11,8,0,0,0,19,11,8,11,7,4,19,11,8,19,11,8,8,4,4,4,2,2,0,0,0,0,0,0,0,0,0,8,8,1,4,2,1,0,0,0,7,6,1,0,5,0,1,2
5338350112,0,,,10,6,4,0,0,0,10,6,4,4,2,2,10,6,4,10,6,4,6,4,2,3,3,0,0,0,0,0,0,0,0,0,0,6,6,3,2,1,0,0,0,0,3,2,1,0,5,0,2,1
5338350113,1,,5338350114,61,35,26,4,3,1,64,35,29,46,26,20,64,35,29,63,34,29,18,9,9,12,5,7,4,2,2,0,0,0,0,0,0,20,20,3,4,6,6,3,0,0,19,11,8,1,15,0,2,1
5338350114,2,5338350113,,7,3,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338350131,0,,,18,11,7,1,1,0,17,10,7,9,6,3,16,9,7,16,9,7,8,4,4,4,3,1,2,1,1,0,0,0,0,0,0,7,7,0,4,2,1,0,0,0,7,6,1,0,4,0,0,3
5338350322,2,5338350342,,1,1,0,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338350324,2,5338350342,,7,2,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338350341,0,,,16,9,7,0,0,0,16,9,7,7,4,3,15,9,6,15,9,6,9,5,4,9,5,4,0,0,0,0,0,0,0,0,0,6,6,1,3,0,1,1,0,0,5,4,1,0,5,0,1,3
5338350342,1,,5338350322;5338350324,10,7,3,1,1,0,17,9,8,8,5,3,17,9,8,16,8,8,9,4,5,9,4,5,0,0,0,0,0,0,0,0,0,4,4,3,2,1,2,0,0,0,5,4,1,0,6,0,2,1
5338350343,0,,,65,29,36,8,4,4,57,25,32,31,12,19,55,25,30,55,25,30,26,13,13,10,2,8,6,1,5,2,0,2,1,0,1,21,21,4,3,5,7,1,0,1,17,11,6,0,16,0,3,1
5338350344,0,,,16,6,10,2,1,1,14,5,9,3,1,2,14,5,9,14,5,9,11,4,7,4,3,1,0,0,0,0,0,0,0,0,0,8,8,3,3,1,1,0,0,0,5,5,0,0,7,0,3,3
5338350833,2,5338350834,,7,3,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338350834,1,,5338350833;5338350843,5,3,2,0,0,0,19,9,10,8,5,3,19,9,10,19,9,10,11,4,7,9,3,6,3,2,1,0,0,0,0,0,0,2,2,1,2,2,2,0,0,0,6,3,3,0,7,0,1,2
5338350843,2,5338350834,,7,3,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338350912,2,5338350914,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338350913,2,5338350914,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338350914,1,,5338350912;5338350913;5338350932,11,5,6,0,0,0,21,10,11,10,6,4,21,10,11,21,10,11,11,4,7,5,3,2,3,1,2,0,0,0,0,0,0,7,7,5,5,2,0,0,0,0,7,7,0,0,9,0,4,2
5338350922,1,,5338350924,11,7,4,1,1,0,12,7,5,7,3,4,12,7,5,12,7,5,5,4,1,4,3,1,2,2,0,0,0,0,0,0,0,5,5,1,3,2,0,0,0,0,5,4,1,1,4,0,1,2
5338350923,0,,,13,7,6,0,0,0,13,7,6,6,4,2,13,7,6,13,7,6,7,3,4,5,2,3,4,2,2,0,0,0,0,0,0,7,7,2,4,1,0,0,0,0,4,4,0,0,4,0,1,3
5338350924,2,5338350922,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338350932,2,5338350914,,6,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338351011,2,5338351013,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338351012,0,,,24,10,14,3,1,2,21,9,12,13,7,6,20,9,11,20,9,11,8,2,6,4,0,4,3,0,3,1,0,1,1,0,1,10,10,3,2,3,2,0,0,0,7,5,2,0,6,0,3,1
5338351013,1,,5338351011,38,18,20,6,2,4,37,19,18,32,17,15,36,19,17,35,18,17,5,2,3,1,0,1,1,0,1,0,0,0,0,0,0,13,13,1,7,3,1,3,0,0,13,11,2,2,4,0,1,2
5338351014,0,,,51,25,26,1,0,1,50,25,25,27,13,14,49,25,24,49,25,24,23,12,11,13,5,8,3,1,2,0,0,0,0,0,0,18,18,4,3,7,1,2,1,0,14,12,2,1,15,0,3,2
5338351021,0,,,46,21,25,9,5,4,37,16,21,22,8,14,36,16,20,35,15,20,15,8,7,5,3,2,0,0,0,0,0,0,0,0,0,17,17,3,7,2,2,3,0,0,14,12,2,3,10,0,3,4
5338351023,0,,,39,21,18,4,3,1,35,18,17,16,8,8,35,18,17,34,18,16,19,10,9,8,3,5,3,0,3,0,0,0,0,0,0,15,15,4,4,2,4,1,0,0,11,8,3,0,12,0,4,2
5338351031,0,,,73,37,36,5,0,5,68,37,31,50,26,24,64,33,31,61,31,30,18,11,7,6,5,1,1,1,0,0,0,0,0,0,0,29,29,7,7,9,5,1,0,0,22,20,2,0,13,0,4,3
5338351032,0,,,71,33,38,4,2,2,67,31,36,36,18,18,63,29,34,62,29,33,31,13,18,20,9,11,6,3,3,0,0,0,0,0,0,24,24,4,5,6,6,3,0,0,20,15,5,0,19,0,3,4
5338351033,0,,,58,32,26,10,6,4,48,26,22,30,17,13,45,25,20,42,23,19,18,9,9,7,4,3,0,0,0,0,0,0,0,0,0,19,19,4,5,4,2,1,2,1,15,12,3,1,11,0,2,4
5338351034,0,,,47,19,28,3,1,2,44,18,26,24,7,17,44,18,26,44,18,26,20,11,9,8,3,5,2,0,2,1,0,1,9,0,9,24,24,12,7,1,3,0,1,0,12,9,3,0,16,8,4,2
5338351122,2,5338351134,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338351134,1,,5338351122;5338351141,20,11,9,4,4,0,22,9,13,14,5,9,21,8,13,20,8,12,8,4,4,1,0,1,1,0,1,1,0,1,0,0,0,5,5,0,1,3,1,1,1,0,7,4,3,1,4,0,0,1
5338351141,2,5338351134,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338351243,2,5338351244,,9,4,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338351244,1,,5338351243,75,38,37,6,3,3,78,39,39,41,22,19,76,38,38,76,38,38,37,17,20,16,9,7,7,4,3,2,1,1,0,0,0,26,26,4,10,3,7,2,1,1,23,14,9,2,22,0,2,5
5338351312,2,5338351321,,10,5,5,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338351321,1,,5338351312,58,30,28,11,4,7,57,31,26,27,16,11,56,30,26,54,29,25,30,15,15,19,10,9,4,4,0,0,0,0,0,0,0,20,20,5,8,3,3,1,1,2,18,14,4,2,19,0,4,6
5338351331,0,,,45,24,21,2,2,0,43,22,21,21,12,9,43,22,21,42,21,21,22,10,12,14,7,7,6,3,3,1,0,1,0,0,0,16,16,2,5,6,1,1,1,0,14,9,5,1,13,0,1,2
5338351332,0,,,18,10,8,0,0,0,18,10,8,13,9,4,18,10,8,17,9,8,5,1,4,3,1,2,1,0,1,0,0,0,0,0,0,6,6,0,2,2,2,0,0,0,6,5,1,0,3,0,0,0
5338351333,0,,,16,7,9,0,0,0,16,7,9,9,3,6,16,7,9,16,7,9,7,4,3,6,3,3,3,1,2,0,0,0,0,0,0,6,6,1,3,0,1,1,0,0,5,4,1,0,5,0,1,2
5338351624,2,5338351642,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338351642,1,,5338351624,8,4,4,0,0,0,11,5,6,6,3,3,11,5,6,11,5,6,5,2,3,4,1,3,0,0,0,0,0,0,0,0,0,4,4,1,2,2,0,0,0,0,4,3,1,0,4,0,1,0
5338351644,0,,,38,14,24,0,0,0,38,14,24,18,8,10,38,14,24,38,14,24,20,6,14,14,4,10,5,1,4,0,0,0,0,0,0,17,17,4,6,6,1,0,0,0,13,11,2,0,14,0,4,2
5338351713,1,,5338351714,17,6,11,0,0,0,20,7,13,8,2,6,19,7,12,18,7,11,12,5,7,10,3,7,5,1,4,0,0,0,0,0,0,7,7,2,4,2,1,0,0,0,7,5,2,0,7,0,2,3
5338351714,2,5338351713,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338351721,2,5338351722,,5,3,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338351722,1,,5338351721,7,4,3,0,0,0,11,6,5,2,2,0,11,6,5,11,6,5,9,4,5,4,3,1,2,1,1,0,0,0,0,0,0,3,3,3,3,1,0,0,0,0,4,4,0,0,5,0,1,3
5338351731,1,,5338351733,39,21,18,3,3,0,41,20,21,15,7,8,41,20,21,39,19,20,26,13,13,18,9,9,6,3,3,0,0,0,0,0,0,19,19,8,9,4,0,0,1,0,13,11,2,0,17,0,8,7
5338351732,0,,,14,7,7,2,0,2,12,7,5,3,1,2,12,7,5,12,7,5,9,6,3,6,4,2,1,1,0,0,0,0,0,0,0,8,8,4,3,0,1,0,0,0,4,4,0,1,6,0,3,3
5338351733,2,5338351731,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338351734,1,,5338351741,19,11,8,5,4,1,19,9,10,10,6,4,19,9,10,19,9,10,9,3,6,4,2,2,2,2,0,0,0,0,0,0,0,7,7,3,3,2,1,1,0,0,7,6,1,1,7,0,3,1
5338351741,2,5338351734,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338352011,0,,,33,17,16,5,2,3,28,15,13,18,9,9,28,15,13,28,15,13,10,6,4,3,1,2,0,0,0,0,0,0,0,0,0,13,13,3,5,2,1,2,0,0,10,9,1,2,8,0,2,2
5338352012,1,,5338352021;5338352023;5338352024,121,61,60,16,8,8,114,59,55,64,35,29,112,57,55,109,57,52,50,24,26,27,12,15,15,9,6,4,2,2,0,0,0,42,42,6,16,10,11,1,1,1,39,31,8,3,31,0,5,9
5338352013,0,,,13,6,7,5,2,3,8,4,4,7,3,4,8,4,4,8,4,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,4,4,0,1,1,2,0,0,0,4,4,0,2,1,0,0,0
5338352014,0,,,32,14,18,6,3,3,26,11,15,19,8,11,26,11,15,26,11,15,7,3,4,2,0,2,2,0,2,0,0,0,1,1,0,10,10,1,3,1,4,0,1,0,9,8,1,2,5,0,1,2
5338352021,2,5338352012,,3,2,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338352023,2,5338352012,,4,3,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338352024,2,5338352012,,2,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338352031,0,,,48,21,27,7,2,5,41,19,22,26,12,14,40,18,22,40,18,22,15,7,8,9,4,5,4,2,2,0,0,0,1,0,1,20,20,6,5,5,3,1,0,0,14,13,1,2,11,1,5,3
5338352032,0,,,50,28,22,11,6,5,39,22,17,32,18,14,38,21,17,37,20,17,7,4,3,3,0,3,1,0,1,0,0,0,0,0,0,15,15,2,2,2,7,2,0,0,13,11,2,2,5,0,1,1
5338352033,0,,,75,36,39,3,3,0,69,31,38,46,21,25,66,30,36,65,30,35,23,10,13,11,5,6,2,1,1,0,0,0,3,1,2,37,37,18,7,8,2,1,1,0,18,14,4,1,15,4,4,4
5338352034,0,,,41,20,21,1,1,0,37,18,19,25,14,11,35,16,19,34,16,18,12,4,8,5,1,4,4,0,4,1,0,1,3,0,3,17,17,5,6,2,3,0,1,0,11,8,3,0,7,0,0,2
5338352043,0,,,121,63,58,5,1,4,116,62,54,75,44,31,113,60,53,110,60,50,41,18,23,30,11,19,12,5,7,0,0,0,6,5,1,47,47,12,14,10,6,4,0,1,35,25,10,1,27,1,4,4
5338352044,0,,,108,54,54,19,8,11,89,46,43,63,32,31,77,41,36,74,39,35,26,14,12,13,7,6,7,4,3,0,0,0,0,0,0,32,32,4,8,3,6,11,0,0,28,24,4,2,16,0,4,5
5338352132,0,,,19,10,9,1,1,0,18,9,9,4,2,2,18,9,9,18,9,9,14,7,7,9,5,4,1,1,0,0,0,0,0,0,0,9,9,1,6,2,0,0,0,0,8,8,0,1,7,0,0,6
5338352133,2,5338352134,,3,1,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,1,1,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338352134,1,,5338352133,105,54,51,6,3,3,98,50,48,71,40,31,93,48,45,88,45,43,27,10,17,16,5,11,3,1,2,0,0,0,0,0,0,41,41,10,10,12,8,2,0,0,30,28,2,1,18,1,4,4
5338352141,0,,,30,14,16,2,2,0,28,12,16,19,9,10,26,12,14,26,12,14,9,3,6,4,0,4,1,0,1,1,0,1,0,0,0,12,12,5,1,4,0,1,1,0,7,5,2,0,7,0,2,1
5338352142,0,,,51,25,26,3,2,1,48,23,25,25,14,11,44,21,23,43,20,23,23,9,14,16,7,9,5,2,3,0,0,0,0,0,0,19,19,2,7,5,5,0,0,0,17,16,1,1,14,0,2,4
5338352143,0,,,112,59,53,5,2,3,98,53,45,56,28,28,96,52,44,93,50,43,42,25,17,26,14,12,10,5,5,0,0,0,0,0,0,39,39,4,15,10,4,4,2,0,33,27,6,1,27,0,4,8
5338352144,0,,,169,75,94,36,13,23,133,62,71,93,45,48,126,56,70,122,53,69,40,17,23,19,7,12,12,4,8,0,0,0,3,1,2,53,53,2,19,11,11,8,2,0,51,43,8,7,27,0,2,7
5338352212,0,,,29,16,13,0,0,0,26,14,12,13,8,5,26,14,12,26,14,12,13,6,7,5,2,3,0,0,0,0,0,0,0,0,0,12,12,3,3,4,2,0,0,0,8,7,1,0,10,0,3,1
5338352213,2,5338352214,,5,2,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338352214,1,,5338352213,12,7,5,0,0,0,17,9,8,11,8,3,17,9,8,17,9,8,6,1,5,3,1,2,1,0,1,0,0,0,0,0,0,4,4,4,2,1,0,0,1,0,4,2,2,0,6,0,3,0
5338352221,1,,5338352224,81,44,37,5,4,1,78,39,39,44,25,19,76,38,38,74,37,37,34,14,20,19,8,11,4,0,4,0,0,0,0,0,0,29,29,10,11,8,4,1,2,0,25,22,3,2,23,0,8,6
5338352222,0,,,15,7,8,1,1,0,14,6,8,8,3,5,12,5,7,12,5,7,6,3,3,5,2,3,0,0,0,0,0,0,0,0,0,7,7,2,2,3,0,0,0,0,5,5,0,0,4,0,1,1
5338352223,0,,,70,37,33,12,5,7,58,32,26,38,21,17,56,30,26,53,29,24,20,11,9,11,6,5,4,3,1,0,0,0,0,0,0,21,21,4,4,5,4,1,1,2,17,8,9,3,15,0,3,2
5338352224,2,5338352221,,8,2,6,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,7,7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338352231,2,5338352232,,4,1,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,2,2,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338352232,1,,5338352231,27,15,12,5,5,0,26,11,15,18,8,10,25,10,15,25,10,15,8,3,5,2,0,2,1,0,1,1,0,1,0,0,0,9,9,1,6,2,0,1,0,1,10,7,3,2,6,0,1,2
5338352233,0,,,14,7,7,2,0,2,12,7,5,4,3,1,12,7,5,12,7,5,8,4,4,4,2,2,3,2,1,1,1,0,0,0,0,4,4,0,1,1,1,1,0,0,4,3,1,0,3,0,0,1
5338352234,0,,,93,45,48,20,11,9,73,34,39,52,24,28,69,32,37,67,31,36,21,10,11,10,5,5,1,0,1,0,0,0,0,0,0,31,31,5,9,4,9,3,0,1,26,20,6,5,13,0,1,4
5338352241,1,,5338352242;5338352244,56,25,31,9,5,4,61,27,34,37,18,19,59,26,33,56,25,31,24,9,15,13,4,9,4,1,3,1,0,1,0,0,0,20,20,5,5,10,1,3,1,0,20,13,7,2,16,0,5,2
5338352242,2,5338352241,,7,4,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
5338352243,0,,,58,29,29,6,4,2,52,25,27,34,17,17,52,25,27,52,25,27,18,8,10,8,3,5,2,0,2,0,0,0,0,0,0,21,21,5,3,7,4,2,0,0,16,13,3,1,11,0,2,2
